ID,Language,Reason,EN_disfluent,Text
sw2005_B_14,AR,missing_underscores,"_You_ _know_ _, _ is there something else we could have done _, _ _you_ _know_ _, _ in checking out all the places that, _uh_, might be available. Of course _, _ _you_ _know_ _, _ there's not one on every corner, especially _, _ _you_ _know_ _, _ smaller areas, smaller towns.",أنت تعرف ـ، هل كان هناك شيء آخر كان يمكننا فعله ـ أنت تعرف ـ، في تفقد كل الأماكن التي، آه، قد تكون متاحة. بالطبع ـ أنت تعرف ـ، ليست هناك واحدة في كل زاوية، خصوصًا ـ أنت تعرف ـ، المناطق الأصغر، البلدات الأصغر.
sw2005_B_14,CS,long_disfluency,"_You_ _know_ _, _ is there something else we could have done _, _ _you_ _know_ _, _ in checking out all the places that, _uh_, might be available. Of course _, _ _you_ _know_ _, _ there's not one on every corner, especially _, _ _you_ _know_ _, _ smaller areas, smaller towns.","
Ty víš ,  je něco jiného, co jsme mohli udělat ,  ty víš ,  při prověřování všech těch míst, která, ehm, by mohla být k dispozici. Samozřejmě ,  ty víš ,  není jedno na každém rohu, zejména ,  ty víš ,  v menších oblastech, menších městech."
sw2005_B_14,HI,missing_underscores,"_You_ _know_ _, _ is there something else we could have done _, _ _you_ _know_ _, _ in checking out all the places that, _uh_, might be available. Of course _, _ _you_ _know_ _, _ there's not one on every corner, especially _, _ _you_ _know_ _, _ smaller areas, smaller towns.","तुम्हें पता है, क्या कुछ और है जो हम कर सकते थे, तुम्हें पता है, उन सभी जगहों की जाँच करने में जो, उह, उपलब्ध हो सकती हैं। बेशक, तुम्हें पता है, हर कोने पर एक नहीं होती है, खासकर, तुम्हें पता है, छोटे क्षेत्रों, छोटे शहरों में।"
sw2005_B_14,IT,missing_underscores,"_You_ _know_ _, _ is there something else we could have done _, _ _you_ _know_ _, _ in checking out all the places that, _uh_, might be available. Of course _, _ _you_ _know_ _, _ there's not one on every corner, especially _, _ _you_ _know_ _, _ smaller areas, smaller towns.","
-Sai-, c'è qualcos'altro che avremmo potuto fare, -sa-i, nel controllare tutti i posti che, potrebbero essere disponibili. Certo, -sai-, non ce n'è una ad ogni angolo, soprattutto, sai, in zone più piccole, città più piccole."
sw2005_A_19,AR,missing_underscores,"_Uh-huh_ _. _ _Yeah_ _. _ Probably the hardest thing _in_ _, _ in my family, _uh_, my grandmother, she had to be put in a nursing home and, _um_, she had used the walker _for_ _, _ for quite some time, probably about six to nine months. And, _um_, she had a fall and, _uh_, finally, _uh_, she had Parkinson's disease,",إمم-هم ـ. نعم ـ. على الأرجح أصعب شيء في ـ، في عائلتي، آه، جدتي، كان لا بد من وضعها في دار رعاية و، أم، كانت تستخدم المشّاية لـ ـ، لـ فترة طويلة نوعًا ما، ربما حوالي ستة إلى تسعة أشهر. و، أم، تعثرت وسقطت و، آه، أخيرًا، آه، كانت لديها مرض باركنسون،
sw2005_A_19,DE,long_disfluency,"_Uh-huh_ _. _ _Yeah_ _. _ Probably the hardest thing _in_ _, _ in my family, _uh_, my grandmother, she had to be put in a nursing home and, _um_, she had used the walker _for_ _, _ for quite some time, probably about six to nine months. And, _um_, she had a fall and, _uh_, finally, _uh_, she had Parkinson's disease,","Uh-huh   Yeah   , Wahrscheinlich das härteste Ding in   in meiner Familie, uh, meine Großmutter, sie musste in ein Pflegeheim getan werden und, um, sie hatte den Rollator benutzt for   für ziemlich einige Zeit, wahrscheinlich ungefähr sechs bis neun Monate. Und, um, sie hatte einen Sturz und, uh, schließlich, uh, sie hatte Parkinsons Krankheit."
sw2005_A_19,HI,missing_underscores,"_Uh-huh_ _. _ _Yeah_ _. _ Probably the hardest thing _in_ _, _ in my family, _uh_, my grandmother, she had to be put in a nursing home and, _um_, she had used the walker _for_ _, _ for quite some time, probably about six to nine months. And, _um_, she had a fall and, _uh_, finally, _uh_, she had Parkinson's disease,","अह-हूँ। हाँ। शायद सबसे कठिन चीज़, मेरे परिवार में, उह, मेरी दादी, उन्हें एक नर्सिंग होम में रखना पड़ा था और, अम, उन्होंने काफी समय से वॉकर का उपयोग किया था, शायद लगभग छह से नौ महीने। और, अम, वह गिर गई थीं और, उह, आखिरकार, उह, उन्हें पार्किंसंस रोग था,"
sw2005_A_19,IT,missing_underscores,"_Uh-huh_ _. _ _Yeah_ _. _ Probably the hardest thing _in_ _, _ in my family, _uh_, my grandmother, she had to be put in a nursing home and, _um_, she had used the walker _for_ _, _ for quite some time, probably about six to nine months. And, _um_, she had a fall and, _uh_, finally, _uh_, she had Parkinson's disease,"," Sì. Probabilmente la cosa più difficile nella, nella mia famiglia, ehm, mia nonna, è dovuta essere messa in una casa di cura e, ehm, aveva usato il deambulatore  -per, per-  un bel po' di tempo, probabilmente da sei a nove mesi circa. E, ,è caduta e, e alla fine,  aveva il morbo di Parkinson,"
sw2005_A_29,AR,missing_underscores,"_I_ _mean_ _, _ _she_ _tr-_ _, _ _she_ _had_ _, _ she had children all across the United States",أعني ـ، هي حاو- ـ، كان لديها ـ، كان لديها أطفال في كل أنحاء الولايات المتحدة
sw2005_A_29,HI,missing_underscores,"_I_ _mean_ _, _ _she_ _tr-_ _, _ _she_ _had_ _, _ she had children all across the United States","मेरा मतलब है, उनके, उनके पास, उनके बच्चे पूरे संयुक्त राज्य अमेरिका में थे।"
sw2005_A_29,IT,missing_underscores,"_I_ _mean_ _, _ _she_ _tr-_ _, _ _she_ _had_ _, _ she had children all across the United States","Voglio dire, lei ha ---- tr-,----  lei aveva, aveva figli in tutti gli Stati Uniti."
sw2005_A_37,AR,missing_underscores,"_Yeah_ _. _ _I_ _mean_ _, _ for somebody who _is_ _, _ _you_ _know_ _, _ for most of their life _has_ _, _ has, _uh_, not just merely had a farm but had ten children had a farm, ran everything because her husband was away in the coal mines.",نعم ـ. أعني ـ، لشخصٍ هو ـ أنت تعرف ـ، طوال معظم حياتها كان ـ، كان، آه، ليس فقط مجرد أنها كانت تملك مزرعة، بل كان لديها عشرة أطفال، كانت تملك مزرعة، وتدير كل شيء لأن زوجها كان بعيدًا في مناجم الفحم.
sw2005_A_37,HI,missing_underscores,"_Yeah_ _. _ _I_ _mean_ _, _ for somebody who _is_ _, _ _you_ _know_ _, _ for most of their life _has_ _, _ has, _uh_, not just merely had a farm but had ten children had a farm, ran everything because her husband was away in the coal mines.","हाँ। मेरा मतलब है, किसी ऐसे व्यक्ति के लिए जो, तुम्हें पता है, अपने अधिकांश जीवन के लिए, उह, न केवल एक खेत था बल्कि उसके दस बच्चे थे, एक खेत था, सब कुछ चलाया क्योंकि उसका पति कोयले की खदानों में दूर रहता था।"
sw2005_A_37,IT,missing_underscores,"_Yeah_ _. _ _I_ _mean_ _, _ for somebody who _is_ _, _ _you_ _know_ _, _ for most of their life _has_ _, _ has, _uh_, not just merely had a farm but had ten children had a farm, ran everything because her husband was away in the coal mines.","----Sì. Voglio dire,---- per qualcuno che---- è, sai---, per la maggior parte della sua vita---ha--- ha, non solo semplicemente avuto una fattoria ma avuto dieci figli avuto una fattoria, gestiva tutto perché suo marito era via nelle miniere di carbone."
sw2005_A_47,AR,missing_underscores,"I think that _they_ _, _ they had a great deal of, _um_, all the brothers and sisters got together and they actually had a conference.",أعتقد أن هم ـ، كانوا لديهم قدر كبير من، أم، كل الإخوة والأخوات اجتمعوا وفعليًا عقدوا اجتماعًا.
sw2005_A_47,HI,missing_underscores,"I think that _they_ _, _ they had a great deal of, _um_, all the brothers and sisters got together and they actually had a conference.","मुझे लगता है कि उन्होंने, उनके पास बहुत सारा, अम, सभी भाई-बहन एक साथ आए और उन्होंने वास्तव में एक सम्मेलन (कॉन्फ्रेंस) किया।"
sw2005_A_47,IT,missing_underscores,"I think that _they_ _, _ they had a great deal of, _um_, all the brothers and sisters got together and they actually had a conference.","Penso che ---loro, loro avessero un sacco di,---tutti i fratelli e le sorelle si siano riuniti e abbiano effettivamente tenuto una conferenza."
sw2005_A_55,AR,missing_underscores,"_You_ _know_ _, _ whether it was just _, _ _you_ _know_ _, _ giving money or whether it was actually taking part in a lot, of the decision making _, _ _you_ _know_ _, _ like finding a proper nursing home.",أنت تعرف ـ، سواء كان الأمر مجرد ـ أنت تعرف ـ، إعطاء المال أو كان فعليًا المشاركة في الكثير من اتخاذ القرار ـ أنت تعرف ـ، مثل إيجاد دار رعاية مناسبة.
sw2005_A_55,FR,missing_underscores,"_You_ _know_ _, _ whether it was just _, _ _you_ _know_ _, _ giving money or whether it was actually taking part in a lot, of the decision making _, _ _you_ _know_ _, _ like finding a proper nursing home.", Vous savez si c'était juste vous savez donner de l'argent ou si c'était en fait prendre part à beaucoup de prises de décision vous savez comme trouver une maison de retraite appropriée.
sw2005_A_55,HI,missing_underscores,"_You_ _know_ _, _ whether it was just _, _ _you_ _know_ _, _ giving money or whether it was actually taking part in a lot, of the decision making _, _ _you_ _know_ _, _ like finding a proper nursing home.","तुम्हें पता है, चाहे वह सिर्फ, तुम्हें पता है, पैसे देना हो या वास्तव में निर्णय लेने की प्रक्रिया में बड़ी भूमिका निभाना हो, तुम्हें पता है, जैसे कि एक उचित नर्सिंग होम ढूँढना।"
sw2005_A_55,IT,missing_underscores,"_You_ _know_ _, _ whether it was just _, _ _you_ _know_ _, _ giving money or whether it was actually taking part in a lot, of the decision making _, _ _you_ _know_ _, _ like finding a proper nursing home.","---Sai---, che si trattasse solo di, ---sai---, dare soldi o che si trattasse effettivamente di partecipare a gran parte delle decisioni, ---sai---, ---tipo---- trovare una casa di cura adeguata."
sw2005_A_65,AR,missing_underscores,"_So_ _, _ so, _I_ _mean_ _, _ it, _I_ _mean_ _, _ _I_ _, _ _I_ _, _ _I_ _, _ _I_ _har-_ _, _ _I_ _, _ I truly wish that if something like that were to happen that my children would do something like, that for me.",إذًا ـ، إذًا، أعني ـ، هو، أعني ـ، أنا ـ أنا ـ أنا ـ أنا حا- ـ، أنا ـ، أتمنى حقًا أنه إذا حدث شيء مثل ذلك فإن أطفالي سيفعلون شيئًا مثل، ذلك من أجلي.
sw2005_A_65,HI,missing_underscores,"_So_ _, _ so, _I_ _mean_ _, _ it, _I_ _mean_ _, _ _I_ _, _ _I_ _, _ _I_ _, _ _I_ _har-_ _, _ _I_ _, _ I truly wish that if something like that were to happen that my children would do something like, that for me.","तो, तो, मेरा मतलब है, यह, मेरा मतलब है, मैं, मैं, मैं, मैं, मैं सच में चाहता हूँ कि अगर ऐसा कुछ होता है, तो मेरे बच्चे मेरे लिए वैसा ही कुछ करें।"
sw2005_A_65,IT,missing_underscores,"_So_ _, _ so, _I_ _mean_ _, _ it, _I_ _mean_ _, _ _I_ _, _ _I_ _, _ _I_ _, _ _I_ _har-_ _, _ _I_ _, _ I truly wish that if something like that were to happen that my children would do something like, that for me.","---Quindi, quindi, voglio dire, è, voglio dire, io, io, io, io ho-, io,---- vorrei davvero che se dovesse accadere qualcosa del genere, i miei figli facessero qualcosa ---tipo, quello--- per me."
sw2005_A_81,AR,missing_underscores,"_Yeah_ _. _ _Yeah_ _. _ _Well_, _with_ _my_ _, _ with my grandmother _I_ _think_ _it_ _was_ _, _ it was such _that_ _, _ _uh_, that she did not have the problem with, she was very well aware and her daughter came and visited her",نعم ـ. نعم ـ. حسنًا، مع جدتي ـ، مع جدتي أعتقد أن الأمر كان ـ، كان على نحوٍ أن ـ آه، أنها لم تكن لديها مشكلة مع، كانت واعية جدًا وابنتها جاءت وزارتها
sw2005_A_81,HI,missing_underscores,"_Yeah_ _. _ _Yeah_ _. _ _Well_, _with_ _my_ _, _ with my grandmother _I_ _think_ _it_ _was_ _, _ it was such _that_ _, _ _uh_, that she did not have the problem with, she was very well aware and her daughter came and visited her","हाँ। हाँ। खैर, मेरी दादी के साथ मुझे लगता है कि यह ऐसा था कि, उह, कि उन्हें वह समस्या नहीं थी, वह बहुत अच्छी तरह से जागरूक थीं और उनकी बेटी आकर उनसे मिलती थी।"
sw2005_A_81,IT,missing_underscores,"_Yeah_ _. _ _Yeah_ _. _ _Well_, _with_ _my_ _, _ with my grandmother _I_ _think_ _it_ _was_ _, _ it was such _that_ _, _ _uh_, that she did not have the problem with, she was very well aware and her daughter came and visited her","---Sì. Sì. Beh, con mia---, con mia nonna penso che fosse, fosse tale ---che, che non avesse problemi con----, lei era molto consapevole e sua figlia veniva a trovarla."
sw2005_A_93,AR,missing_underscores,"And, _um_, _I_ _mean_ _, _ but _she_ _was_ _truly_ _, _ she was truly aware. _I_ _mean_ _, _ _I_ _, _ _I_ _, _ _I_ _di-_ _, _ I don't know _how_ _I_ _would_ _, _ how I would deal if one of my parents came _with_ _, _ with Alzheimer's. or something like, that _which_ _is_ _, _ which is far more devastating.",و، أم، أعني ـ، لكن هي كانت حقًا ـ، كانت واعية حقًا. أعني ـ، أنا ـ أنا ـ أنا لا- ـ، لا أعرف كيف كنت سـ ـ، كيف كنت سأتصرّف لو أن أحد والديّ جاء مع ـ، مع ألزهايمر. أو شيء مثل، ذلك الذي هو ـ، الذي هو أشد تدميرًا بكثير.
sw2005_A_93,FR,missing_underscores,"And, _um_, _I_ _mean_ _, _ but _she_ _was_ _truly_ _, _ she was truly aware. _I_ _mean_ _, _ _I_ _, _ _I_ _, _ _I_ _di-_ _, _ I don't know _how_ _I_ _would_ _, _ how I would deal if one of my parents came _with_ _, _ with Alzheimer's. or something like, that _which_ _is_ _, _ which is far more devastating."," Et, euh, je veux dire, mais elle était vraiment, vraiment consciente. Je veux dire, je... je... je dirais... je ne sais pas comment je ferais, comment je gérerais si l'un de mes parents venait avec... avec l'Alzheimer ou quelque chose comme ça, ce qui est... ce qui est bien plus dévastateur."
sw2005_A_93,HI,missing_underscores,"And, _um_, _I_ _mean_ _, _ but _she_ _was_ _truly_ _, _ she was truly aware. _I_ _mean_ _, _ _I_ _, _ _I_ _, _ _I_ _di-_ _, _ I don't know _how_ _I_ _would_ _, _ how I would deal if one of my parents came _with_ _, _ with Alzheimer's. or something like, that _which_ _is_ _, _ which is far more devastating.","और, अम, मेरा मतलब है, लेकिन वह वास्तव में, वह वास्तव में जागरूक थीं। मेरा मतलब है, मैं, मैं, मैं, मुझे नहीं पता कि मैं कैसे, मैं कैसे निपटूँगा अगर मेरे माता-पिता में से किसी को अल्जाइमर हो जाए या उसके जैसा कुछ, जो कि, जो कि कहीं अधिक विनाशकारी है।"
sw2005_A_93,IT,missing_underscores,"And, _um_, _I_ _mean_ _, _ but _she_ _was_ _truly_ _, _ she was truly aware. _I_ _mean_ _, _ _I_ _, _ _I_ _, _ _I_ _di-_ _, _ I don't know _how_ _I_ _would_ _, _ how I would deal if one of my parents came _with_ _, _ with Alzheimer's. or something like, that _which_ _is_ _, _ which is far more devastating.","E, ---voglio dire---, ma lei era davvero,--- lei era davvero ---consapevole. ---Voglio dire, io, io, io no ----, non so come, come farei se uno dei miei genitori si ammalasse ----di, di ----Alzheimer o qualcosa ---tipo, quello, che è,---- che è molto più devastante."
sw2005_A_99,AR,missing_underscores,"And, _um_, _I_ _, _ _I_ _, _ I think that _what_ one thing that they were concerned probably was the fact it wasn't necessarily _, _ _you_ _know_ _, _ _like_ the quantity of care but the quality of, care.",و، أم، أنا ـ أنا ـ، أعتقد أن الشيء الوحيد الذي كانوا قلقين بشأنه على الأرجح كان حقيقة أنه لم يكن بالضرورة ـ أنت تعرف ـ، مثل كمية الرعاية بل جودة، الرعاية.
sw2005_A_99,CS,long_disfluency,"And, _um_, _I_ _, _ _I_ _, _ I think that _what_ one thing that they were concerned probably was the fact it wasn't necessarily _, _ _you_ _know_ _, _ _like_ the quantity of care but the quality of, care.","A,ehm, já ,  já ,  myslím, že co jedna věc, která je pravděpodobně znepokojovala, byla skutečnost, že to nebylo nutně ,   ty víš ,   jako množství péče, ale kvalita, péče."
sw2005_A_99,DE,long_disfluency,"And, _um_, _I_ _, _ _I_ _, _ I think that _what_ one thing that they were concerned probably was the fact it wasn't necessarily _, _ _you_ _know_ _, _ _like_ the quantity of care but the quality of, care.","Und, um, I   I think that what  one thing das sie sich wahrscheinlich Sorgen machten war die Tatsache es war nicht notwendigerweise   you know   wie die Quantität von Pflege sondern die Qualität von Pflege."
sw2005_A_99,ES,long_disfluency,"And, _um_, _I_ _, _ _I_ _, _ I think that _what_ one thing that they were concerned probably was the fact it wasn't necessarily _, _ _you_ _know_ _, _ _like_ the quantity of care but the quality of, care.","Y, eh, yo, yo creoque lo único que les preocupaba probablemente era el hecho de que no era necesariamente, ya sabes, la cantidad de cuidados, sino la calidad de los cuidados."
sw2005_A_99,FR,missing_underscores,"And, _um_, _I_ _, _ _I_ _, _ I think that _what_ one thing that they were concerned probably was the fact it wasn't necessarily _, _ _you_ _know_ _, _ _like_ the quantity of care but the quality of, care."," Et, euh, je pense que ce qui les préoccupait probablement était le fait que ce n'était pas nécessairement, vous savez, comme la quantité de soins mais la qualité de soin."
sw2005_A_99,HI,missing_underscores,"And, _um_, _I_ _, _ _I_ _, _ I think that _what_ one thing that they were concerned probably was the fact it wasn't necessarily _, _ _you_ _know_ _, _ _like_ the quantity of care but the quality of, care.","और, अम, मैं, मैं, मुझे लगता है कि शायद एक चीज़ जिसकी उन्हें चिंता थी वह यह तथ्य था कि यह ज़रूरी नहीं कि, तुम्हें पता है, देखभाल की मात्रा जैसा हो बल्कि देखभाल की गुणवत्ता हो।"
sw2005_A_99,IT,missing_underscores,"And, _um_, _I_ _, _ _I_ _, _ I think that _what_ one thing that they were concerned probably was the fact it wasn't necessarily _, _ _you_ _know_ _, _ _like_ the quantity of care but the quality of, care.","E,---io, io,--- penso che ---quello ---una cosa di cui erano preoccupati probabilmente era il fatto che non fosse necessariamente, --sai, tipo ---a quantità di cure, ma la qualità delle, cure."
sw2005_A_111,AR,missing_underscores,"_I_ _think_ _, _ _I_ _think_ _, _ I think, _you_ _know_ for myself _I_ _, _ I see that as probably _the_ _, _ _the_ _, _ what everything would hinge upon.",أعتقد ـ، أعتقد ـ، أعتقد، أنت تعرف بالنسبة لي أنا ـ، أرى أن ذلك على الأرجح الـ ـ الـ ـ، ما الذي سيتوقف عليه كل شيء.
sw2005_A_111,HI,missing_underscores,"_I_ _think_ _, _ _I_ _think_ _, _ I think, _you_ _know_ for myself _I_ _, _ I see that as probably _the_ _, _ _the_ _, _ what everything would hinge upon.","मुझे लगता है, मुझे लगता है, मुझे लगता है, तुम्हें पता है मेरे लिए मैं, मैं इसे शायद उस चीज़ के रूप में देखता हूँ, जिस पर सब कुछ टिका होगा।"
sw2005_A_111,IT,missing_underscores,"_I_ _think_ _, _ _I_ _think_ _, _ I think, _you_ _know_ for myself _I_ _, _ I see that as probably _the_ _, _ _the_ _, _ what everything would hinge upon.","Penso, penso, penso, --sai--, per me-- io,-- vedo questo come probabilmente---il, il, ciò da cui ---tutto dipenderebbe."
sw2005_A_121,AR,missing_underscores,"_Yeah_ _. _ _You_ _know_ _it_ _'s_ _, _ it's interesting _that_ _, _ that _a_ _lot_ _, _ the population of the United States is changing because _, _ _you_ _know_ _, _ _uh_, now that so many more minorities, where they have had extended families for such a long time.",نعم ـ. أنت تعرف إنه ـ، إنه مثير للاهتمام أن ـ، أن الكثير ـ، سكان الولايات المتحدة يتغيرون لأن ـ أنت تعرف ـ آه، الآن أن هناك عددًا أكبر بكثير من الأقليات، حيث كانت لديهم عائلات ممتدة لوقت طويل جدًا.
sw2005_A_121,HI,missing_underscores,"_Yeah_ _. _ _You_ _know_ _it_ _'s_ _, _ it's interesting _that_ _, _ that _a_ _lot_ _, _ the population of the United States is changing because _, _ _you_ _know_ _, _ _uh_, now that so many more minorities, where they have had extended families for such a long time.","हाँ। तुम्हें पता है यह है, यह दिलचस्प है कि, कि बहुत, संयुक्त राज्य अमेरिका की आबादी बदल रही है क्योंकि, तुम्हें पता है, उह, अब जबकि इतने सारे अल्पसंख्यक हैं, जहाँ उनके पास इतने लंबे समय से विस्तृत परिवार रहे हैं।"
sw2005_A_121,IT,missing_underscores,"_Yeah_ _. _ _You_ _know_ _it_ _'s_ _, _ it's interesting _that_ _, _ that _a_ _lot_ _, _ the population of the United States is changing because _, _ _you_ _know_ _, _ _uh_, now that so many more minorities, where they have had extended families for such a long time.","--Sì. Sai è--, è interessante--- che, che un sacco--, la popolazione degli Stati Uniti sta cambiando perché,--- sai---,  ora che così tante più minoranze, dove hanno avuto famiglie allargate per così tanto tempo."
sw2005_A_127,FR,missing_underscores,"But, I guess as we become more industrialized and _more_ _, _ _you_ _know_ _, _ less in a rural situation _we_ _, _ _we_ _do_ _n't_ _, _ _we_ _, _ _we_ _, _ we choose not to deal with the, extended family because we feel it's kind of cumbersome, when in reality it makes things much much easier.","Mais, je suppose qu'à mesure que nous devenons plus industrialisés et de plus en plus, vous savez, moins dans une situation rurale, nous... nous... nous ne... nous... nous choisissons de ne pas traiter avec la famille élargie parce que nous sentons que c'est un peu encombrant, alors qu'en réalité cela rend les choses beaucoup plus faciles."
